i,j,LLBCe,LLBMEe1
0,1,0.03649237472766884,-608.5882923939337
0,2,0.07138888888888888,-1764.7620829616367
0,3,0.03308823529411765,-428.19958879204506
0,4,0.049019607843137254,-565.6012882414711
0,5,0.06481481481481483,-851.6292614156791
0,6,0.06481481481481481,-851.629261415679
0,7,0.035845588235294115,-437.502127768833
0,8,0.05142230576441102,-918.1299315062126
0,10,0.049019607843137254,-565.6012882414711
0,11,0.058823529411764705,-651.9379229526187
0,12,0.04779411764705882,-546.6808338938052
0,13,0.03586212262682851,-526.5239955410134
0,17,0.04411764705882353,-511.7188820330946
0,19,0.04212573918456271,-586.3260956194803
0,21,0.04411764705882353,-511.7188820330946
0,31,0.10106163677592252,-2320.4562920907715
1,2,0.04634920634920635,-325.06573733581433
1,3,0.03939393939393939,-92.42306530963415
1,7,0.041666666666666664,-71.51973216111982
1,13,0.0343073593073593,-84.54767984613025
1,17,0.05555555555555555,-83.41535112940201
1,19,0.04567099567099566,-98.76161053055282
1,21,0.05555555555555555,-83.41535112940201
1,30,0.05613553113553113,-165.2707836293125
2,3,0.057449494949494945,-201.2786743384273
2,7,0.05227272727272727,-141.16316243208178
2,8,0.03037240537240537,-134.7596256429069
2,9,0.05862193362193362,-176.34957366209423
2,13,0.028950216450216452,-109.72008353298986
2,27,0.06849380777952205,-313.9400489370457
2,28,0.04746642246642247,-179.3293088682317
2,32,0.05969765684051399,-1005.4088160003375
3,7,0.041666666666666664,-23.1736391735886
3,12,0.07142857142857142,-29.75942821407729
3,13,0.05395408163265306,-46.81517114289108
4,6,0.08888888888888888,-20.041528449961163
4,10,0.08333333333333333,-11.903654728191842
5,6,0.05555555555555556,-16.28161336256452
5,10,0.08888888888888888,-20.041528449961167
5,16,0.125,-13.488274081338368
6,16,0.125,-13.488274081338364
8,30,0.051587301587301584,-33.08665903606601
8,32,0.03370835513692656,-185.19163256235797
8,33,0.02616959064327485,-476.0370915347804
9,33,0.043302701197438044,-627.9569909666552
13,33,0.04721019721019721,-1006.3403793674107
14,32,0.041666666666666664,-162.3224884060016
14,33,0.03758169934640523,-488.5293218945891
15,32,0.041666666666666664,-162.3224884060016
15,33,0.03758169934640523,-488.5293218945891
18,32,0.041666666666666664,-162.3224884060016
18,33,0.03758169934640523,-488.5293218945891
19,33,0.04824979114452799,-812.4794682044902
20,32,0.041666666666666664,-162.3224884060016
20,33,0.03758169934640523,-488.5293218945891
22,32,0.041666666666666664,-162.3224884060016
22,33,0.03758169934640523,-488.5293218945891
23,25,0.08095238095238096,-42.37858559864354
23,27,0.06607142857142857,-52.3456785855235
23,29,0.07936507936507936,-41.02960398860074
23,32,0.03825396825396826,-232.24221600795482
23,33,0.038109161793372315,-607.2387437394995
24,25,0.1,-12.079333297851718
24,27,0.09920634920634921,-37.35309257184447
24,31,0.08928571428571429,-71.88952025818367
25,31,0.07936507936507937,-64.80012549211942
26,29,0.1,-16.113713935145277
26,33,0.049019607843137254,-615.5467865618225
27,33,0.04463032581453634,-771.3016717066273
28,31,0.0773809523809524,-73.73634992275308
28,33,0.03989139515455305,-599.0114676393363
29,32,0.03649921507064364,-177.07874439644942
29,33,0.03104575163398693,-423.61189517423753
30,32,0.039560439560439566,-200.58339454777217
30,33,0.03518518518518519,-547.2858130566068
31,32,0.047432306255835666,-427.7459779913476
31,33,0.04321806500377928,-927.925803524399
32,33,0.01308827624617098,-288.5171383255731
