i,j,LLBCe,LLBMEe1
0,1,0.003978145510403575,-280.9973434307542
0,2,0.002896090529823127,-358.60070977945213
0,3,0.001630625387563407,-355.2165183782244
0,4,0.005494704848153123,-304.83983367965754
0,5,0.0024928040801056673,-149.23967334621688
0,6,0.0024418365889089426,-7963.988175829585
0,7,0.0055710244833105165,-485.9584547428554
0,8,0.004124299373578189,-480.4691590839928
0,9,0.0026138334467798396,-963.4108013910909
0,10,0.0026008103016089456,-653.1081539405598
0,11,0.0015676433784400246,-465.9131914134071
0,12,0.002225416615572646,-1497.1983997646932
0,13,0.0016386415728521,-548.2360837148376
0,14,0.001523056187059947,-545.1010931541248
0,15,0.004757035183216239,-530.8384460028362
0,16,0.0036719554630002395,-248.24464037996776
0,17,0.0014288525101029304,-884.2331187814251
0,18,0.001851292191577207,-1035.0034628206276
0,19,0.001435953152290129,-1872.2462742322848
0,20,0.0016306253875634068,-355.21651837822424
0,21,0.010493079990616936,-553.048138743823
0,22,0.00221133681489781,-2882.4687817062877
0,23,0.0022249002044927827,-649.664562928698
1,3,0.0018687961698165792,-450.54817421910855
1,5,0.0038311106456267756,-271.0856120528262
1,6,0.0023293409649724106,-6833.714672152554
1,10,0.002108937574053852,-420.26814067142607
1,11,0.0015716679834326883,-409.7500521528733
1,12,0.0013912894865275823,-848.4058527239831
1,13,0.0015140325936971637,-481.19425885294413
1,14,0.0015313603625972596,-484.2911889918388
1,18,0.0017115245503742437,-859.3017018410267
1,19,0.0012798405298405301,-1422.5842440911917
1,20,0.0018687961698165792,-450.54817421910855
1,22,0.0016912582872938287,-2135.7115085360524
1,23,0.0018471075319479572,-511.6000605948465
1,66,0.003491304011037673,-15172.061900658342
1,119,0.004519318826378091,-265.0759635851064
1,120,0.0019294790836382161,-512.9570529276224
1,121,0.0030260521580199335,-1031.6607413546192
1,122,0.0029548120866444653,-864.1554963105192
1,123,0.003690948572123535,-600.4972174809045
1,124,0.0029622596569713897,-1602.2370706461115
2,3,0.0016582874498784434,-615.3429220660328
2,4,0.006509873934490839,-645.0219110574375
2,5,0.003099056981110232,-472.656542471144
2,6,0.00228505086332283,-8571.425892718955
2,7,0.005768677772049326,-877.2014982186823
2,8,0.002511626205397831,-340.8006912084319
2,9,0.002269753350026414,-1003.0198330447222
2,12,0.0017705029950404066,-1561.4246652246266
