i,j,LLBCe,LLBMEe1
0,1,0.00014813566192905514,-479.241866114138
0,2,0.0001463411583990804,-619.3848456282833
0,3,0.00011376608043438824,-470.165184079778
0,4,0.0001783483248616564,-487.8223599654809
0,5,5.795221207977797e-05,-182.1165076344451
0,6,0.0008458388212509629,-10646.518572604287
0,7,0.0002003478234003521,-643.2493651966927
0,8,0.00019179706864387604,-748.249084436763
0,9,0.0002671367040281903,-1497.003598546739
0,10,0.00023943440939629422,-1124.1823806533862
0,11,0.0001868821220500351,-861.3911966953206
0,12,0.00045612476895697635,-3080.7738444296597
0,13,0.00019714646790190395,-971.2850850795006
0,14,0.0001970098006464087,-978.0271092501632
0,15,0.00020438512110750867,-746.3790242338271
0,16,0.00010876691360125202,-341.5133936636298
0,17,0.0002511528639746694,-1596.2998504376758
0,18,0.00030611107848568347,-1826.5333643268891
0,19,0.00038997816789161096,-3200.7507139045006
0,20,0.00011376608043438823,-470.16518407977793
0,21,0.0003015521089121258,-788.2562614608797
0,22,0.0008213222726402854,-7963.191470665885
0,23,0.00021035286335390534,-1095.987681571466
1,3,0.00016822985554200675,-707.9582733302417
1,5,0.00014221578719296766,-459.06146008618873
1,6,0.0006359087336691562,-7914.302073788764
1,10,0.00012195453108662027,-558.9220567924461
1,11,0.00012586577543055065,-563.2310967863294
1,12,0.00017652239293201172,-1175.9452823674685
1,13,0.0001362007729825165,-652.4524311026752
1,14,0.00013577854307527708,-655.5651978473255
1,18,0.00018987816771872358,-1108.6423847582082
1,19,0.00022413754372917566,-1812.1720681168667
1,20,0.00016822985554200675,-707.9582733302417
1,22,0.00036319800725311994,-3483.3827230299707
1,23,0.000125205285788084,-636.8498910333265
1,66,0.0014669627027524138,-24014.087778781275
1,119,0.00013136112083712414,-392.15066837822195
1,120,0.00014902324482587054,-711.5814082963639
1,121,0.00029359287521562075,-1559.212923201279
1,122,0.0002743914830513647,-1358.706136395013
1,123,0.00023958712323695683,-941.1099987712311
1,124,0.00035086425424662743,-2341.827069836843
2,3,0.00016726117569699998,-865.0776506362254
2,4,0.00025508140310824936,-902.7117993219018
2,5,0.00017899692856547926,-753.0780492700737
2,6,0.0007039091283374759,-9440.402149307085
2,7,0.00031607174239330164,-1322.5817061477926
2,8,8.143158228402815e-05,-388.1916306932315
2,9,0.0001891678140896556,-1230.800285536388
2,12,0.0002554518912308579,-1945.828602725851
2,13,0.0001494128884919481,-861.6339414471726
2,15,0.00029355286166547057,-1326.345470983437
2,16,0.00019791035904377746,-832.4707473287953
2,17,0.0001979419973488479,-1423.7982782322244
2,19,0.00032853527383541173,-2969.8236936611315
2,20,0.00016726117569699998,-865.0776506362254
2,22,0.0005379405190316322,-5682.959534762411
2,23,0.00023505027866502654,-1413.269027670256
2,66,0.0027190066967837097,-47563.99954350475
2,124,0.0006688368042050881,-5134.966217225865
2,129,0.0006044428576244975,-2642.3846038660467
2,144,0.0007952794405172475,-2440.6413851769767
2,145,0.0006214533459904337,-1979.0380064434069
2,146,0.0007952794405172475,-2440.6413851769767
2,147,0.0003626845873038492,-1688.224755837074
2,148,0.00013186902614743476,-867.693936754029
2,149,0.00017276631520291133,-909.557040903796
2,156,0.00028290401729499004,-1009.7314747821385
2,158,0.00021268780822058034,-1007.28059324288
2,159,0.0001578294705059089,-682.8969348380738
3,5,0.00011833708466102925,-487.5840764007036
3,6,0.000605321869189465,-8215.020978818022
3,7,0.00033763199057225163,-1401.7432045127664
3,8,0.0001770253965485672,-859.7488603758839
3,10,0.0001943657646110804,-1102.0756270843208
