i,j,LLBCe,LLBMEe1
0,10,0.007124869682686517,-415.800293742076
0,14,0.01395538755622012,-1410.9307687970202
0,15,0.009437531581379872,-655.2762252614592
0,40,0.009290831717302305,-1051.2142917572094
0,42,0.006340062445520354,-413.22258940950024
0,47,0.007312102790826194,-493.02785103606044
1,17,0.05691396425370014,-7490.294770480086
1,19,0.009064511225735716,-885.722729112336
1,26,0.01831268221574344,-1447.3456309624598
1,27,0.010322184429327287,-1027.5450273495348
1,28,0.04383391132567963,-5190.219460193678
1,36,0.0752016406010795,-14673.578348997311
1,41,0.025910045270189322,-2420.448560920575
1,54,0.018870462404075854,-2333.662104610229
2,10,0.009556548717678283,-360.85590398806966
2,42,0.011366879472940081,-524.334090098758
2,44,0.0116589195421948,-365.133081707169
2,61,0.011245229799236766,-300.3614053805914
3,8,0.005391642371234206,-280.5932474276603
3,14,0.01401975683890578,-1142.2105159650105
3,59,0.006190962099125362,-274.53906713449004
4,51,0.024390243902439025,-1151.9994948783792
5,9,0.012210615471485038,-121.24776106448817
5,13,0.014722222222222227,-202.69370204991822
5,56,0.012925170068027212,-53.027356163038235
5,57,0.020669129720853857,-479.40064055483884
6,9,0.00756394993894994,-117.8293476915312
6,13,0.006071428571428572,-110.88840456308691
6,17,0.02024321556579621,-726.7340585812502
6,54,0.024921637421637423,-1062.9006302352207
6,56,0.031785714285714285,-247.49251517624845
6,57,0.009494487450152475,-276.32412556003936
7,19,0.005736012353659413,-426.17167355463255
7,27,0.023202420732218766,-1713.1014990596184
7,30,0.014404098405670732,-1243.554763624053
7,40,0.05941596715597256,-8415.47024818099
7,54,0.04653048233863691,-4592.468580582741
8,20,0.00556504824151883,-625.6271324665814
8,28,0.014084613066689854,-1316.3134094195013
8,37,0.00995584698525875,-1251.549286443265
8,45,0.009257677696453206,-931.5377020700744
8,59,0.003899470899470899,-277.67568783031487
9,13,0.003159188034188034,-61.163020934879576
9,17,0.023805459773201712,-858.9708750786831
9,32,0.03428069515026037,-315.71121302031173
9,41,0.013707254513706127,-289.90009535368637
9,57,0.012103024233566108,-352.58864191268253
10,29,0.021695225434654613,-1471.5253907722868
10,42,0.0052743151844631755,-276.2015313480902
10,47,0.009659122890505871,-571.5299382837247
11,51,0.024390243902439025,-1151.9994948783792
12,33,0.02127659574468085,-1187.004729680917
13,17,0.022297720200946006,-891.0046062854439
13,32,0.04775661375661376,-608.4484095535148
13,41,0.010816238719464527,-274.1353472294394
13,54,0.03567424400757735,-1704.0038626124287
13,57,0.010303776683087029,-336.64546144094385
14,16,0.004065914299494319,-397.28563131652027
14,24,0.013145565504492423,-1227.4582459507894
14,33,0.004390775736751685,-578.3693043818413
14,34,0.012482371929642976,-1227.360047842991
14,37,0.005500578941755412,-962.0398614665198
14,38,0.009429650676181666,-1094.5048666608939
14,40,0.013786940988198847,-2357.0168970822247
14,43,0.010897824808555613,-1260.75842861017
14,50,0.008670977496139381,-968.2516585906783
14,52,0.005567613083801799,-519.0655989807262
15,18,0.006334757566641622,-420.7163364448662
15,24,0.004983581533072745,-319.9806400280676
15,40,0.01665051177475644,-2093.2518889812427
15,45,0.006689030239754876,-619.341340487952
15,55,0.012695015394350941,-468.2077375993541
15,59,0.007404908792512863,-474.5899570048241
16,20,0.005898956163662046,-602.0766189717403
16,33,0.003196332139440372,-273.0633213110026
16,37,0.005319495319495317,-632.2107822478777
16,38,0.0036799440869208317,-235.24758140959918
16,50,0.00546704838371505,-332.3233413334692
17,22,0.03225806451612903,-805.1381816337301
17,25,0.021860385731353477,-647.6680789361366
17,27,0.021189975356642028,-1098.206996689386
17,31,0.03225806451612903,-805.1381816337301
17,57,0.023449793933664902,-1085.3501185066575
18,20,0.016117894088482323,-1690.6739208538822
18,21,0.004170899572590905,-224.59905733087038
18,24,0.0028789099085082164,-150.14633666831713
18,29,0.00686959857150132,-524.2712501865765
18,45,0.002978707339172455,-242.5093193195235
18,51,0.006902155614780199,-552.3398600053217
19,30,0.015032076744177805,-764.9620035583291
19,54,0.018905771223078915,-906.9879245204568
20,28,0.01904982664977163,-2595.398022231499
20,36,0.027705984518823962,-5264.865150746747
20,38,0.01804948646125117,-2207.555870237736
20,44,0.014511572305689955,-1359.4952328524193
20,47,0.011274241009535129,-1227.414581912861
20,50,0.009260504201680671,-1112.0591613644158
21,29,0.006270711318280027,-467.18691607321966
21,33,0.010871998799843392,-917.7483673956996
21,37,0.010625496507849448,-1278.9274977761931
21,45,0.003560560299460934,-279.7865820451848
21,51,0.008887852809628706,-715.8487432164078
23,36,0.029158100972661492,-3500.7066357539393
23,45,0.008038694865225475,-689.6505361994791
23,51,0.01848957330462432,-1578.5826323061192
24,29,0.005377372015002676,-354.0606849885354
24,45,0.0037220971417588756,-280.32411654862494
24,51,0.006383606410033471,-502.3688028879479
25,26,0.008252143769385148,-82.38937324300646
25,27,0.011337868480725622,-252.4898688783933
26,27,0.0061136306374401615,-146.6890331831041
28,30,0.008390486120077959,-594.1547978822703
28,47,0.01309280762810175,-998.026496685186
29,35,0.023809523809523808,-1020.3118902638905
29,43,0.024943594988520994,-2120.173146802432
29,45,0.011692548994346035,-1150.9760534244326
29,51,0.019524199373565122,-1989.9283666310473
29,52,0.013142061453809837,-971.9739543642341
30,42,0.018195893675485516,-1198.2690189998705
30,47,0.0076757154882154885,-500.1317538927497
32,60,0.05,-117.96445837573981
33,34,0.008161149673638112,-708.7412995160585
33,37,0.006362278244631186,-1008.061088203767
33,38,0.008260649310603056,-853.5010988454235
33,40,0.0181594717496185,-2755.6739292965044
33,43,0.008075779190487794,-837.162022641415
33,50,0.010407885361631891,-1015.3387125674446
34,37,0.015720782485488367,-1882.8600971026556
34,44,0.011377580752580751,-404.39487621053854
34,49,0.023317910160015422,-511.1962342713489
36,37,0.04720579715595089,-9827.951212489908
36,39,0.04648760307160716,-5345.053059072909
36,40,0.016452052890414424,-3161.948751897975
36,59,0.015590156319094396,-2123.7263726647147
37,40,0.01164375422607017,-2077.8497275134678
37,43,0.01666185122067475,-2320.2842530610105
37,45,0.012702459849518673,-1967.4642308881052
37,61,0.021343165549047905,-2154.8912104857827
38,43,0.011358118625560484,-898.7176820071818
38,44,0.009769889663182344,-490.8464979984043
38,52,0.007049926638270763,-469.09598801315565
38,58,0.024390243902439025,-809.3116762511027
39,57,0.04627782203658299,-2729.9482640219508
40,52,0.014770961626307541,-1526.3169959453364
41,54,0.005745318245318246,-258.6476307134441
41,57,0.008252661317177447,-266.2819815554431
42,47,0.0036491753911966672,-255.98679352490234
42,50,0.018010251902481317,-1245.7164390263488
43,46,0.024809243912233946,-998.7980213613848
43,53,0.019117671733950806,-795.678795230929
45,50,0.0076346366876669895,-693.9535580577847
45,51,0.010604405745601758,-1076.4305384332479
45,59,0.008710706527033056,-817.9521369925787
46,49,0.008433179723502304,-57.60535471535147
48,57,0.034482758620689655,-626.1073303985157
50,51,0.02148590887227251,-1986.9049362530504
51,55,0.01410240456407704,-787.5741696017948
53,61,0.007829360679970436,-134.8470522060595
54,57,0.020769458269458266,-1212.9223629064961
