i,j,LLBCe,LLBMEe1
0,10,0.09027777777777778,-129.33439834716475
0,14,0.06619543650793651,-659.8164710139242
0,15,0.09855699855699854,-300.98619913698445
0,40,0.07582972582972583,-300.10849255790146
0,42,0.07314814814814814,-141.70131976880515
0,47,0.08555555555555555,-161.8365348196852
1,17,0.08906746031746032,-780.7228719941121
1,19,0.06772727272727273,-170.60955439950277
1,26,0.0876984126984127,-154.03221076341123
1,27,0.06266233766233767,-171.72540330623744
1,28,0.14871794871794877,-603.5251968105179
1,36,0.17515873015873015,-1224.8750883448974
1,41,0.07184343434343435,-218.5068642895938
1,54,0.05544871794871795,-262.99904074267283
2,10,0.11428571428571428,-93.59460556644152
2,42,0.11782407407407407,-133.2958646885219
2,44,0.15195578231292517,-111.56543767145982
2,61,0.19784580498866214,-84.4978448777032
3,8,0.08333333333333334,-72.67310890051117
3,14,0.06973356009070295,-428.05037964701563
3,59,0.10714285714285714,-55.46489143145309
4,51,0.09090909090909091,-215.4542014673086
5,9,0.04596560846560846,-41.828467061349826
5,13,0.042328042328042326,-56.17726717174706
5,56,0.09166666666666666,-16.208731955766737
5,57,0.055086580086580086,-120.44692369555924
6,9,0.03492063492063492,-54.6387475451531
6,13,0.03214285714285715,-57.683416279006835
6,17,0.09009740259740259,-326.61233814609824
6,54,0.07508658008658009,-167.3718618296937
6,56,0.08482142857142858,-44.85848493554118
6,57,0.046753246753246755,-127.7909044115512
7,19,0.06746031746031746,-45.89897218033092
7,27,0.12658730158730158,-174.0148848709718
7,30,0.12546296296296294,-156.61814637610613
7,40,0.19626068376068376,-789.2233439449024
7,54,0.10984848484848483,-254.976258154503
8,20,0.05617477760334904,-324.03442769002766
8,28,0.1349206349206349,-242.987730391582
8,37,0.062296626984126975,-529.1042958106506
8,45,0.05761904761904761,-380.6232550944995
8,59,0.05439814814814814,-77.54918016887294
9,13,0.017361111111111112,-26.640748320784553
9,17,0.06992521367521366,-298.1266188062903
9,32,0.09722222222222222,-77.24368463632817
9,41,0.03787037037037037,-49.58930038032764
9,57,0.04318181818181818,-117.33264682680873
10,29,0.1300039246467818,-620.16129907516
10,42,0.07142857142857142,-76.18826969034029
10,47,0.08449074074074074,-109.59361948940285
11,51,0.09090909090909091,-215.4542014673086
